#,,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, investigation_time=50.0, mag_bin_edges=[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 280.0, 290.0, 300.0, 310.0, 320.0, 330.0, 340.0, 350.0, 360.0, 370.0, 380.0, 390.0, 400.0], lon_bin_edges=[-82.08239683699213, -81.68269718843744, -81.28299753988277, -80.88329789132808, -80.48359824277341, -80.08389859421872, -79.68419894566405, -79.28449929710936, -78.88479964855468, -78.4851, -78.08540035144532, -77.68570070289064, -77.28600105433596, -76.88630140578128, -76.4866017572266, -76.08690210867192, -75.68720246011723, -75.28750281156256, -74.88780316300787], lat_bin_edges=[-3.77258, -3.372882222222222, -2.973184444444444, -2.5734866666666663, -2.1737888888888883, -1.7740911111111104, -1.3743933333333325, -0.9746955555555545, -0.5749977777777766, -0.17529999999999868, 0.22439777777777925, 0.6240955555555572, 1.023793333333335, 1.423491111111113, 1.823188888888891, 2.222886666666669, 2.622584444444447, 3.0222822222222248, 3.4219800000000027], eps_bin_edges=[-6.0, -4.0, -2.0, 0.0, 2.0, 4.0, 6.0], tectonic_region_types=['Active Shallow Crust', 'Subduction Interface', 'Subduction IntraSlab'], lon=-78.4851, lat=-0.1753"
imt,iml,poe,trt,mag,dist,mean
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,2.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,2.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,2.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,2.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,2.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,2.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.25000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.50000E+01,1.10248E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.50000E+01,1.36298E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.50000E+01,1.62660E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,4.50000E+01,1.87413E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,5.50000E+01,6.87040E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,6.50000E+01,3.16551E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,7.50000E+01,9.69505E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,8.50000E+01,3.96677E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,9.50000E+01,1.49274E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.05000E+02,3.81241E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.15000E+02,1.02557E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.25000E+02,2.62188E-10
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.35000E+02,8.42063E-11
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.45000E+02,1.11626E-11
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.55000E+02,3.85580E-13
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,1.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,2.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,5.75000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.50000E+01,1.00088E-02
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.50000E+01,9.10649E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.50000E+01,1.63437E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,4.50000E+01,3.25350E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,5.50000E+01,4.22003E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,6.50000E+01,2.16507E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,7.50000E+01,1.45415E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,8.50000E+01,9.81456E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,9.50000E+01,4.97472E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.05000E+02,1.82959E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.15000E+02,8.62679E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.25000E+02,5.32345E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.35000E+02,2.81272E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.45000E+02,1.30397E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.55000E+02,9.00577E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.65000E+02,5.84702E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.75000E+02,3.79913E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.85000E+02,2.15626E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,1.95000E+02,1.64112E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.05000E+02,1.00184E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.15000E+02,7.45376E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.25000E+02,3.93041E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.35000E+02,2.40415E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.45000E+02,1.90565E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.55000E+02,1.69672E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.65000E+02,1.21722E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.75000E+02,9.22575E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.85000E+02,6.75569E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,2.95000E+02,4.62399E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.05000E+02,3.70122E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.15000E+02,2.86962E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.25000E+02,2.20267E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.35000E+02,1.61539E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.45000E+02,1.14002E-09
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.25000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.50000E+01,1.97810E-02
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.50000E+01,7.31614E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.50000E+01,2.10725E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,4.50000E+01,5.71941E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,5.50000E+01,1.36333E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,6.50000E+01,7.56567E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,7.50000E+01,5.59599E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,8.50000E+01,4.01690E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,9.50000E+01,1.61067E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.05000E+02,7.49951E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.15000E+02,4.34845E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.25000E+02,2.54071E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.35000E+02,1.35994E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.45000E+02,5.99598E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.55000E+02,4.04242E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.65000E+02,2.96185E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.75000E+02,2.13125E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.85000E+02,1.59189E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,1.95000E+02,1.22784E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.05000E+02,7.31472E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.15000E+02,5.32758E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.25000E+02,3.21764E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.35000E+02,2.23703E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.45000E+02,1.75896E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.55000E+02,1.77336E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.65000E+02,1.35364E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.75000E+02,1.05487E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.85000E+02,7.64262E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,2.95000E+02,6.32185E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.05000E+02,4.95047E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.15000E+02,3.65167E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.25000E+02,3.18412E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.35000E+02,1.89025E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.45000E+02,1.41259E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,6.75000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.50000E+01,2.52978E-02
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.50000E+01,6.26757E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.50000E+01,2.45706E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,4.50000E+01,1.05344E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,5.50000E+01,3.31862E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,6.50000E+01,1.65148E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,7.50000E+01,2.81166E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,8.50000E+01,1.19953E-03
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,9.50000E+01,5.88348E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.05000E+02,1.96156E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.15000E+02,1.25837E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.25000E+02,8.30663E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.35000E+02,5.05917E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.45000E+02,2.46254E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.55000E+02,1.52641E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.65000E+02,1.01421E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.75000E+02,7.01260E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.85000E+02,5.55153E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,1.95000E+02,3.62018E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.05000E+02,2.68139E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.15000E+02,4.88230E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.25000E+02,9.21686E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.35000E+02,5.23374E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.45000E+02,4.40221E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.55000E+02,6.87634E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.65000E+02,4.73877E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.75000E+02,3.02816E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.85000E+02,2.61308E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,2.95000E+02,2.34187E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.05000E+02,2.25550E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.15000E+02,2.00673E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.25000E+02,1.98865E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.35000E+02,1.61704E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.45000E+02,1.34160E-08
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.25000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,4.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,5.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,6.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,7.50000E+01,7.48451E-04
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,8.50000E+01,2.38805E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,9.50000E+01,1.99752E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.05000E+02,1.33011E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.15000E+02,1.21286E-05
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.25000E+02,8.80190E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.35000E+02,2.49996E-06
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.45000E+02,6.76491E-07
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,1.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,2.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.45000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.55000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.65000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.75000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.85000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,7.75000E+00,3.95000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,1.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,2.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,3.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,4.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,5.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,6.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,7.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,8.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,9.50000E+01,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,1.05000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,1.15000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,1.25000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,1.35000E+02,0.00000E+00
SA(3.53),1.05040E-01,1.00000E-01,Active Shallow Crust,8.25000E+00,1.45000E+02,0.00000E+00
