#,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, investigation_time=50.0, mag_bin_edges=[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 280.0, 290.0, 300.0, 310.0, 320.0, 330.0, 340.0, 350.0, 360.0, 370.0, 380.0, 390.0, 400.0], lon_bin_edges=[-82.08239683699213, -81.68269718843744, -81.28299753988277, -80.88329789132808, -80.48359824277341, -80.08389859421872, -79.68419894566405, -79.28449929710936, -78.88479964855468, -78.4851, -78.08540035144532, -77.68570070289064, -77.28600105433596, -76.88630140578128, -76.4866017572266, -76.08690210867192, -75.68720246011723, -75.28750281156256, -74.88780316300787], lat_bin_edges=[-3.77258, -3.372882222222222, -2.973184444444444, -2.5734866666666663, -2.1737888888888883, -1.7740911111111104, -1.3743933333333325, -0.9746955555555545, -0.5749977777777766, -0.17529999999999868, 0.22439777777777925, 0.6240955555555572, 1.023793333333335, 1.423491111111113, 1.823188888888891, 2.222886666666669, 2.622584444444447, 3.0222822222222248, 3.4219800000000027], eps_bin_edges=[-6.0, -4.0, -2.0, 0.0, 2.0, 4.0, 6.0], tectonic_region_types=['Active Shallow Crust', 'Subduction Interface', 'Subduction IntraSlab'], lon=-78.4851, lat=-0.1753"
imt,iml,poe,lon,lat,mean
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,-7.74847E-01,2.77650E-10
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,-3.75149E-01,2.26611E-08
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,2.45489E-02,3.97580E-07
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,4.24247E-01,3.26792E-07
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,1.22364E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.06834E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-3.17303E+00,1.97220E-12
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-2.77334E+00,2.88148E-11
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-2.37364E+00,5.64344E-11
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-1.97394E+00,9.67555E-11
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-1.57424E+00,1.67108E-10
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-1.17454E+00,5.51390E-10
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-7.74847E-01,1.21462E-09
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,-3.75149E-01,7.03717E-07
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,2.45489E-02,3.12882E-06
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,4.24247E-01,4.91958E-06
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,8.23944E-01,1.00404E-05
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,1.22364E+00,2.15905E-07
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-8.02837E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-3.17303E+00,1.08390E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-2.77334E+00,1.74003E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-2.37364E+00,6.04216E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-1.97394E+00,2.68404E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-1.57424E+00,4.74907E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-1.17454E+00,1.73998E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-7.74847E-01,7.50794E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,-3.75149E-01,8.37430E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,2.45489E-02,2.11629E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,4.24247E-01,5.19418E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,8.23944E-01,2.78889E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,1.22364E+00,3.60384E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,1.62334E+00,1.08487E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,2.02304E+00,8.49347E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.98840E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-3.17303E+00,5.87840E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-2.77334E+00,2.90223E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-2.37364E+00,7.46611E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-1.97394E+00,1.11649E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-1.57424E+00,2.55279E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-1.17454E+00,9.92241E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-7.74847E-01,3.04175E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,-3.75149E-01,3.70820E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,2.45489E-02,4.25681E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,4.24247E-01,2.76049E-04
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,8.23944E-01,2.67452E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,1.22364E+00,7.94365E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,1.62334E+00,2.96001E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,2.02304E+00,1.07931E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,2.42274E+00,1.54723E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,2.82243E+00,2.40456E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.94843E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-3.17303E+00,1.26513E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-2.77334E+00,3.94061E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-2.37364E+00,1.13216E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-1.97394E+00,7.55691E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-1.57424E+00,5.21420E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-1.17454E+00,3.30538E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-7.74847E-01,1.84309E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,-3.75149E-01,8.15067E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,2.45489E-02,1.47174E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,4.24247E-01,7.78394E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,8.23944E-01,2.77230E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,1.22364E+00,1.50979E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,1.62334E+00,5.27889E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,2.02304E+00,1.89369E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,2.42274E+00,5.12222E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,2.82243E+00,1.93323E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.90846E+01,3.22213E+00,2.00453E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-3.17303E+00,1.32140E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-2.77334E+00,3.92579E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-2.37364E+00,2.08029E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-1.97394E+00,1.33907E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-1.57424E+00,1.80844E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-1.17454E+00,5.95342E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-7.74847E-01,7.47186E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,-3.75149E-01,3.09138E-03
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,2.45489E-02,1.04343E-02
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,4.24247E-01,1.25612E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,8.23944E-01,8.82944E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,1.22364E+00,1.71300E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,1.62334E+00,3.33142E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,2.02304E+00,1.97407E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,2.42274E+00,5.14875E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,2.82243E+00,2.13989E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.86849E+01,3.22213E+00,5.62068E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-3.17303E+00,9.39906E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-2.77334E+00,2.83390E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-2.37364E+00,2.05322E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-1.97394E+00,7.91555E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-1.57424E+00,4.88278E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-1.17454E+00,1.89112E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-7.74847E-01,1.33935E-04
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,-3.75149E-01,4.03416E-03
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,2.45489E-02,1.50582E-03
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,4.24247E-01,1.16807E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,8.23944E-01,7.75982E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,1.22364E+00,5.60781E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,1.62334E+00,9.77524E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,2.02304E+00,5.11215E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,2.42274E+00,4.86838E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,2.82243E+00,2.51693E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.82853E+01,3.22213E+00,5.83968E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-3.57273E+00,1.32839E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-3.17303E+00,3.05292E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-2.77334E+00,1.88195E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-2.37364E+00,1.02276E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-1.97394E+00,3.51788E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-1.57424E+00,1.53749E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-1.17454E+00,1.75275E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-7.74847E-01,2.89500E-05
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,-3.75149E-01,4.06187E-04
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,2.45489E-02,2.33670E-04
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,4.24247E-01,9.67961E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,8.23944E-01,3.72349E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,1.22364E+00,4.35991E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,1.62334E+00,6.53286E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,2.42274E+00,7.79465E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,2.82243E+00,8.76333E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.78856E+01,3.22213E+00,5.58228E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-3.57273E+00,1.03193E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-3.17303E+00,9.92853E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-2.77334E+00,3.29264E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-2.37364E+00,7.32935E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-1.97394E+00,2.22724E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-1.57424E+00,8.14479E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-1.17454E+00,3.93193E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-7.74847E-01,3.45728E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,-3.75149E-01,3.11916E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,2.45489E-02,1.79695E-06
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,4.24247E-01,8.44754E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,8.23944E-01,3.28458E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,1.22364E+00,1.51809E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,1.62334E+00,4.30894E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.74859E+01,3.22213E+00,2.38294E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-3.17303E+00,7.02080E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-2.77334E+00,1.33436E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-2.37364E+00,2.46619E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-1.97394E+00,6.45239E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-1.57424E+00,2.00065E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-1.17454E+00,5.74970E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-7.74847E-01,1.33964E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,-3.75149E-01,2.09241E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,2.45489E-02,1.16257E-07
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,4.24247E-01,9.54150E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,8.23944E-01,1.47294E-08
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,1.22364E+00,5.11960E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.70862E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-3.17303E+00,1.30585E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-2.77334E+00,8.79795E-09
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-2.37364E+00,3.63991E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-1.97394E+00,1.06801E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-1.57424E+00,3.20270E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-1.17454E+00,1.92541E-10
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-7.74847E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,-3.75149E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,2.45489E-02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,4.24247E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,8.23944E-01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,1.22364E+00,1.99026E-11
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,1.62334E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,2.02304E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,2.42274E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,2.82243E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.66865E+01,3.22213E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-3.57273E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,-7.62868E+01,-3.17303E+00,0.00000E+00
