#,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, investigation_time=50.0, mag_bin_edges=[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0], dist_bin_edges=[0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0, 90.0, 100.0, 110.0, 120.0, 130.0, 140.0, 150.0, 160.0, 170.0, 180.0, 190.0, 200.0, 210.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 280.0, 290.0, 300.0, 310.0, 320.0, 330.0, 340.0, 350.0, 360.0, 370.0, 380.0, 390.0, 400.0], lon_bin_edges=[-82.08239683699213, -81.68269718843744, -81.28299753988277, -80.88329789132808, -80.48359824277341, -80.08389859421872, -79.68419894566405, -79.28449929710936, -78.88479964855468, -78.4851, -78.08540035144532, -77.68570070289064, -77.28600105433596, -76.88630140578128, -76.4866017572266, -76.08690210867192, -75.68720246011723, -75.28750281156256, -74.88780316300787], lat_bin_edges=[-3.77258, -3.372882222222222, -2.973184444444444, -2.5734866666666663, -2.1737888888888883, -1.7740911111111104, -1.3743933333333325, -0.9746955555555545, -0.5749977777777766, -0.17529999999999868, 0.22439777777777925, 0.6240955555555572, 1.023793333333335, 1.423491111111113, 1.823188888888891, 2.222886666666669, 2.622584444444447, 3.0222822222222248, 3.4219800000000027], eps_bin_edges=[-6.0, -4.0, -2.0, 0.0, 2.0, 4.0, 6.0], tectonic_region_types=['Active Shallow Crust', 'Subduction Interface', 'Subduction IntraSlab'], lon=-78.4851, lat=-0.1753"
imt,iml,poe,mag,dist,mean
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.15000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.25000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.35000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.45000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,1.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.15000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.25000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.35000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.45000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,2.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.15000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.25000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.35000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.45000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.25000E+00,3.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.50000E+01,2.98205E-06
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.50000E+01,2.30395E-06
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.50000E+01,1.71517E-07
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,4.50000E+01,1.35289E-08
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,5.50000E+01,3.31230E-09
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,6.50000E+01,1.00762E-09
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,7.50000E+01,1.26005E-10
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,8.50000E+01,5.64515E-12
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,9.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.15000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.25000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.35000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.45000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,1.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.15000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.25000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.35000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.45000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,2.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.15000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.25000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.35000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.45000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,5.75000E+00,3.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.50000E+01,1.50766E-03
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.50000E+01,8.98991E-04
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.50000E+01,1.03059E-04
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,4.50000E+01,1.42581E-05
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,5.50000E+01,1.31359E-05
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,6.50000E+01,5.60389E-06
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,7.50000E+01,3.10762E-06
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,8.50000E+01,1.77541E-06
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,9.50000E+01,7.65601E-07
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.05000E+02,2.46706E-07
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.15000E+02,1.00126E-07
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.25000E+02,5.44538E-08
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.35000E+02,2.53153E-08
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.45000E+02,1.04474E-08
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.55000E+02,6.47388E-09
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.65000E+02,3.77605E-09
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.75000E+02,2.22907E-09
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.85000E+02,1.14904E-09
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,1.95000E+02,7.90785E-10
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.05000E+02,4.33937E-10
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.15000E+02,2.89743E-10
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.25000E+02,1.36357E-10
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.35000E+02,7.33494E-11
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.45000E+02,4.94497E-11
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.55000E+02,3.48203E-11
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.65000E+02,1.68041E-11
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.75000E+02,4.60565E-12
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,2.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.05000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.15000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.25000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.35000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.45000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.25000E+00,3.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.50000E+01,4.67240E-03
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.50000E+01,1.19454E-03
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.50000E+01,2.23377E-04
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,4.50000E+01,4.35978E-05
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,5.50000E+01,7.21468E-05
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,6.50000E+01,3.37745E-05
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,7.50000E+01,2.04555E-05
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,8.50000E+01,1.23179E-05
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,9.50000E+01,4.30233E-06
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.05000E+02,1.86248E-06
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.15000E+02,9.24663E-07
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.25000E+02,4.72652E-07
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.35000E+02,2.27352E-07
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.45000E+02,9.13334E-08
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.55000E+02,5.54850E-08
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.65000E+02,3.60916E-08
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.75000E+02,2.36168E-08
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.85000E+02,1.60554E-08
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,1.95000E+02,1.13015E-08
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.05000E+02,6.28004E-09
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.15000E+02,4.25106E-09
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.25000E+02,2.38000E-09
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.35000E+02,1.53676E-09
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.45000E+02,1.12939E-09
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.55000E+02,1.07516E-09
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.65000E+02,7.69977E-10
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.75000E+02,5.62724E-10
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.85000E+02,3.83241E-10
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,2.95000E+02,2.97055E-10
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.05000E+02,2.18792E-10
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.15000E+02,1.51819E-10
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.25000E+02,1.23892E-10
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.35000E+02,6.81993E-11
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.45000E+02,4.68144E-11
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.55000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.65000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.75000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.85000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,6.75000E+00,3.95000E+02,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,5.00000E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.50000E+01,8.46726E-03
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.50000E+01,1.42187E-03
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.50000E+01,3.85000E-04
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,4.50000E+01,1.15082E-04
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,5.50000E+01,2.61301E-04
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,6.50000E+01,1.11474E-04
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,7.50000E+01,1.83792E-04
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,8.50000E+01,6.64127E-05
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,9.50000E+01,2.83812E-05
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.05000E+02,7.79500E-06
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.15000E+02,4.71504E-06
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.25000E+02,3.13309E-06
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.35000E+02,1.85494E-06
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.45000E+02,1.01273E-06
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.55000E+02,5.84875E-07
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.65000E+02,3.95895E-07
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.75000E+02,2.51149E-07
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.85000E+02,1.85215E-07
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,1.95000E+02,1.10887E-07
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.05000E+02,8.12475E-08
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.15000E+02,2.41927E-08
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.25000E+02,1.38980E-08
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.35000E+02,8.91581E-09
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.45000E+02,6.11497E-09
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.55000E+02,1.26381E-07
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.65000E+02,1.95260E-08
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.75000E+02,1.35111E-08
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.85000E+02,7.30970E-09
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,2.95000E+02,5.57471E-09
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.05000E+02,3.63769E-09
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.15000E+02,2.44499E-09
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.25000E+02,1.59609E-09
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.35000E+02,8.34459E-10
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.45000E+02,5.13270E-10
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.55000E+02,2.95882E-10
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.65000E+02,1.78519E-10
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.75000E+02,1.07216E-10
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.85000E+02,6.60021E-11
SA(3.53),2.15830E-01,2.00000E-02,7.25000E+00,3.95000E+02,3.91193E-11
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,5.00000E+00,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,3.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,4.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,5.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,6.50000E+01,0.00000E+00
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,7.50000E+01,1.03018E-04
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,8.50000E+01,2.48584E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,9.50000E+01,1.78893E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.05000E+02,1.04439E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.15000E+02,9.52984E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.25000E+02,1.58444E-05
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.35000E+02,1.18807E-05
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.45000E+02,1.05635E-05
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.55000E+02,7.42586E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.65000E+02,5.06783E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.75000E+02,3.69267E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.85000E+02,2.53342E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,1.95000E+02,1.65886E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.05000E+02,1.27725E-06
SA(3.53),2.15830E-01,2.00000E-02,7.75000E+00,2.15000E+02,8.80726E-07
